凸予定シート,,,,,,,
完了,送信者のメッセージid,キャルのメッセージid,メンバー,プレイヤーid,ボス番号,ボス名,メッセージ
1,770930867266256896,770930871393452064,厚着下着まざらし,341239349997993984,e,レサトパルト,1000〜2000ニャル
1,770931213203537950,770931216333013022,しろはのぱんつ,562247481413468180,c,オークチーフ,持ち越し79s 870くらい
1,770934020439015447,770934026524819466,みお,283219480601952258,c,オークチーフ,1000
1,770938255415050270,770938260221329428,jun,474418827250106371,a,ゴブリングレート,580 持越し 又はライライ500以上 追記 サソリも300万ぐらいなら出せます
1,770938787815489566,770938792566718485,ジャハド,661543389581279242,d,オブシダンワイバーン,持ち越し160くらい
1,770939115582914561,770939120166895616,みお,283219480601952258,b,ライライ,1000
1,770939471226208256,770939475123372073,ゼロ(せらの),661558311287652354,b,ライライ,持ち越し200
1,770939727669886997,770939731483688962,みお,283219480601952258,e,レサトパルト,1500ニャル自信ない
1,770943915087364116,770943919054651393,Canon,385069644052168715,c,オークチーフ,持ち越し520
1,770944668262989824,770944672305774622,アキラ,486045349211799552,b,ライライ,900-1000
1,770944907812143114,770944912203841537,抹茶ですよ,551525921660731396,a,ゴブリングレート,1300~
1,770959956853391361,770959961957466113,たかや@基本フルオート希望,322226212464230400,a,ゴブリングレート,1200前後(2 800前後)
1,770965720343117854,770965725355573268,シルバー,646680124837855233,c,オークチーフ,1000
1,770966154905780224,770966159235088414,あお,257537511868465153,c,オークチーフ,350
1,770977184131186689,770977189356371988,sakadaka,538639387471249409,d,オブシダンワイバーン,950-1050
1,770977760209272833,770977764458233856,ぴかち,500590872048697344,c,オークチーフ,1000
1,770981637974130708,770981643045437450,みお,283219480601952258,d,オブシダンワイバーン,1200
1,770985646582923274,770985653282013215,抹茶ですよ,551525921660731396,a,ゴブリングレート,餅もっち480位
1,770989314926444566,770989319502168085,Canon,385069644052168715,a,ゴブリングレート,持ち 1000〜1200
1,770996784762716180,770996791763795978,EnNE4,388955796454506500,b,ライライ,1000
1,771001194168320010,771001198890582056,さいとう,340675991301128192,e,レサトパルト,1000 ニャル(とりあえず
1,771004219712471110,771004223118114836,うさまる,652747597739589632,a,ゴブリングレート,900
1,771006690778284043,771006698164453376,smicle(スマイル),420084355105423367,a,ゴブリングレート,900
1,771006969288458250,771006973109993492,ぴかち,500590872048697344,d,オブシダンワイバーン,1200
1,771007109352652812,771007111974617118,シルバー,646680124837855233,e,レサトパルト,900-1000 ニャル
1,771008826832715786,771008830963187712,まろ,436517654535340032,b,ライライ,持ち越し1100くらい (この場合1不可)
1,771012120326045757,771012124859432963,みみな(プリンセス),603834473041362944,d,オブシダンワイバーン,1000万〜
1,771013922089205800,771013926300287026,まろ,436517654535340032,e,レサトパルト,1000くらい (この場合4不可)
1,771014080663257099,771014087811399721,おのか,658087140642783252,b,ライライ,1100
1,771014128915578890,771014132618362940,おのか,658087140642783252,e,レサトパルト,1000
1,771014505143730226,771014508382126119,おのか,658087140642783252,d,オブシダンワイバーン,1000 ニャル
1,771014569958178827,771014573619675176,おのか,658087140642783252,e,レサトパルト,ニャル
1,771014652413870080,771014657548877835,おのか,658087140642783252,e,レサトパルト,1000ニャル
1,771015209124364338,771015213863796786,まろ,436517654535340032,d,オブシダンワイバーン,1000くらい (この場合5不可)
1,771015684469555241,771015688592425021,みみな(プリンセス),603834473041362944,a,ゴブリングレート,1400万〜
1,771015992717344768,771015997611180063,みお,283219480601952258,c,オークチーフ,200持越し
1,771020485643075606,771020489900032031,ユッシー,614440140173213707,c,オークチーフ,1000
1,771022415396077568,771022421771812886,sakadaka,538639387471249409,c,オークチーフ,900
1,771023652665294849,771023656876900402,まろ,436517654535340032,a,ゴブリングレート,1000くらい (この場合2不可)
1,771023659816452118,771023663998828605,みお,283219480601952258,d,オブシダンワイバーン,1000-1200(遅くても2時に寝たい)
1,771028082202902539,771028086363652097,おのか,658087140642783252,d,オブシダンワイバーン,1000-1100
1,771028597129347123,771028601407012934,SAMURAI,458652362832084994,d,オブシダンワイバーン,持ち越し56s 250
1,771028648912093184,771028652564414494,SAMURAI,458652362832084994,d,オブシダンワイバーン,600
1,771030106596442113,771030111993987093,シルバー,646680124837855233,e,レサトパルト,持ち越し 1000
1,771030293452554301,771030296836833281,smicle(スマイル),420084355105423367,c,オークチーフ,900
1,771030309184995410,771030315824054272,smicle(スマイル),420084355105423367,d,オブシダンワイバーン,570
1,771030326549020682,771030334224597012,smicle(スマイル),420084355105423367,e,レサトパルト,570
1,771030871339827241,771030875654848563,さいとう,340675991301128192,d,オブシダンワイバーン,900
1,771033351444365343,771033354773987339,抹茶ですよ,551525921660731396,e,レサトパルト,1000
1,771033899144183819,771033904785260594,みみな(プリンセス),603834473041362944,a,ゴブリングレート,持ち越し1:13
1,771034152430075977,771034159891087380,さいとう,340675991301128192,c,オークチーフ,800~
1,771034310995476511,771034314892509194,ユッシー,614440140173213707,b,ライライ,800
1,771035186166366268,771035189740044309,うさまる,652747597739589632,d,オブシダンワイバーン,600😪💤
1,771035889701748777,771035896207245385,ハヤテ,362435337555017728,e,レサトパルト,1000
1,771044806376947732,771044811603968011,エーイチ,580724415210323968,d,オブシダンワイバーン,物理1200
1,771044844142329896,771044847183200288,sakadaka,538639387471249409,c,オークチーフ,フル持ち越し
1,771045019720613889,771045022959140885,エーイチ,580724415210323968,e,レサトパルト,ニャル1000
1,771045039476441099,771045048300470322,smicle(スマイル),420084355105423367,c,オークチーフ,800
1,771048224475316275,771048230547882024,ぴかち,500590872048697344,c,オークチーフ,持ち越し450万前後
1,771048921937608784,771048926795005962,おあり,324961936292708354,d,オブシダンワイバーン,物理 1000
1,771052649751248958,771052653815136337,名無し(りえりー),257882449185472515,a,ゴブリングレート,1100
1,771052707606691800,771052700099018762,名無し(りえりー),257882449185472515,d,オブシダンワイバーン,900
1,771052707606691880,771052714775019580,名無し(りえりー),257882449185472515,e,レサトパルト,1000
1,771065124680106024,771065128853962833,おのか,658087140642783252,c,オークチーフ,1300
1,771065329979097149,771065333767340083,さいとう,340675991301128192,a,ゴブリングレート,800
1,771065481729277964,771065486536343602,おあり,324961936292708354,b,ライライ,800ぐらい
1,771065973993898015,771065978393722920,ユッシー,614440140173213707,b,ライライ,600
1,771066396699525131,771066409803055194,おあり,324961936292708354,e,レサトパルト,800前後
1,771067478151266304,771067482655948810,SAMURAI,458652362832084994,d,オブシダンワイバーン,600
1,771074885668962355,771074891314888804,厚着下着まざらし,341239349997993984,a,ゴブリングレート,1000
1,771074927083651102,771074938131578880,厚着下着まざらし,341239349997993984,e,レサトパルト,1000
1,771074967575330827,771074973074849793,厚着下着まざらし,341239349997993984,d,オブシダンワイバーン,750
1,771082074407960616,771082103659167744,smicle(スマイル),420084355105423367,a,ゴブリングレート,900
1,771083543996399617,771083548090171442,smicle(スマイル),420084355105423367,a,ゴブリングレート,test
1,771087942281592852,771087948577767427,おのか,658087140642783252,c,オークチーフ,持ち越し24s 220万
1,771088031180521522,771088035457531925,おのか,658087140642783252,e,レサトパルト,持ち越し24S 180万
1,771088915628818483,771088919545643039,おのか,658087140642783252,b,ライライ,持ち越し24s 197万
1,771090367654527006,771090385031266316,おのか,658087140642783252,d,オブシダンワイバーン,24S 100マン
