凸予定シート,,,,,,,
完了,送信者のメッセージid,キャルのメッセージid,メンバー,プレイヤーid,ボス番号,ボス名,メッセージ
1,771624600634785802,771624602434011157,ハヤテ,362435337555017728,d,オブシダンワイバーン,1000万
1,771624618124771329,771624620582502410,名無し(りえりー),257882449185472515,d,オブシダンワイバーン,持ち越し350
1,771624679278510130,771624681613557780,名無し(りえりー),257882449185472515,e,レサトパルト,1000
1,771624700115812354,771624702568824842,名無し(りえりー),257882449185472515,c,オークチーフ,1400
1,771627299752640523,771627302807273482,おのか,658087140642783252,b,ライライ,持ち越し90s1100ぶつり
1,771628766941806602,771628770482192394,ハヤテ,362435337555017728,a,ゴブリングレート,1200
1,771633085463789569,771633088232947723,Canon,385069644052168715,a,ゴブリングレート,1200
1,771638096768925736,771638099963805736,みお,283219480601952258,d,オブシダンワイバーン,1000物理
1,771649210021314570,771649212772253697,Canon,385069644052168715,a,ゴブリングレート,680 持ち越し
1,771659505175756810,771659507717111818,ぴかち,500590872048697344,d,オブシダンワイバーン,持ち越し270
1,771660138666393611,771660141892337684,名無し(りえりー),257882449185472515,c,オークチーフ,持ち越し 400くらい 反応無かったらスルーで
1,771660843120590858,771660846023573514,シルバー,646680124837855233,b,ライライ,1000
1,771661098813751306,771661101879525406,シルバー,646680124837855233,c,オークチーフ,1300-1500
1,771661165926547457,771661168531079198,シルバー,646680124837855233,d,オブシダンワイバーン,1000
1,771661508463165452,771661511504166932,いもちゃ,189264376388255744,d,オブシダンワイバーン,680 魔法
1,771661701267324938,771661703783776287,いもちゃ,189264376388255744,e,レサトパルト,800 持ち越し消化後
1,771661751254515712,771661753456394240,いもちゃ,189264376388255744,a,ゴブリングレート,持ち越し40s ゴブorライ
1,771661859707027467,771661862072877107,いもちゃ,189264376388255744,b,ライライ,持ち越し40s ゴブorライ
1,771662860106334261,771662863151923241,ぴかち,500590872048697344,c,オークチーフ,1000物理(2or3)
1,771664356722606100,771664360006877194,さいとう,340675991301128192,e,レサトパルト,1000ニャル63周目以降
1,771664572138520587,771664574456922114,みお,283219480601952258,d,オブシダンワイバーン,持越し400万
1,771668158514724874,771668161493860392,さいとう,340675991301128192,a,ゴブリングレート,1000物理(3にシフト可
1,771674499501522954,771674502668484646,さいとう,340675991301128192,b,ライライ,1000物理
1,771674649330843669,771674651806007306,おあり,324961936292708354,b,ライライ,1000 物理
1,771674753194786817,771674755761700864,おあり,324961936292708354,d,オブシダンワイバーン,1000 物理
1,771677499490172941,771677502140710924,アキラ,486045349211799552,b,ライライ,900
1,771677525868937236,771677527756111883,アキラ,486045349211799552,c,オークチーフ,1000
1,771677547082547251,771677549897187358,アキラ,486045349211799552,d,オブシダンワイバーン,1000
1,771680546593964042,771680548602249217,いもちゃ,189264376388255744,e,レサトパルト,800弱 物理
1,771681216541884427,771681220052254760,さいとう,340675991301128192,a,ゴブリングレート,1100物理(3or4向けに組み換え可能
1,771681402864271391,771681405515071520,おあり,324961936292708354,e,レサトパルト,1000ニャル
1,771682396146892822,771682398786027521,sakadaka,538639387471249409,c,オークチーフ,1200 物理(or 5 900 ニャル)
1,771682440334409769,771682443467161630,sakadaka,538639387471249409,d,オブシダンワイバーン,1000
1,771682973518659584,771682975921602590,エーイチ,580724415210323968,a,ゴブリングレート,物理1200
1,771683170516729877,771683173926305792,エーイチ,580724415210323968,d,オブシダンワイバーン,物理1200
1,771683236878483467,771683239873871873,厚着下着まざらし,341239349997993984,c,オークチーフ,800持ち越し
1,771683279044345856,771683281170726982,厚着下着まざらし,341239349997993984,e,レサトパルト,1500ニャル
1,771683364993237003,771683368408449024,厚着下着まざらし,341239349997993984,d,オブシダンワイバーン,750魔法
1,771683447428874280,771683449756188672,厚着下着まざらし,341239349997993984,d,オブシダンワイバーン,物理もいけるかも
1,771683531944362004,771683534657421342,厚着下着まざらし,341239349997993984,a,ゴブリングレート,いなければ入れます
1,771688242676367360,771688245419049011,おあり,324961936292708354,b,ライライ,ライライ 1000 物理
1,771692284953362453,771692288090963968,抹茶ですよ,551525921660731396,a,ゴブリングレート,1400
1,771695635442171925,771695639260037131,さいとう,340675991301128192,b,ライライ,持ち越し350(1→300、3→250
1,771696414014570496,771696416816234507,ぴかち,500590872048697344,b,ライライ,物理1000(2or3)
1,771697961318613022,771697963339874304,シルバー,646680124837855233,b,ライライ,持ち越し700
1,771704274014437386,771704276585545748,いもちゃ,189264376388255744,d,オブシダンワイバーン,もちこし
1,771707013738135555,771707015977500682,みみな(プリンセス),603834473041362944,d,オブシダンワイバーン,フル持ち越し
1,771708090159857664,771708093385408522,さいとう,340675991301128192,a,ゴブリングレート,1100物理
1,771708832367771668,771708835119366145,さいとう,340675991301128192,c,オークチーフ,1200物理
1,771708981075902494,771708983710187564,さいとう,340675991301128192,d,オブシダンワイバーン,物理1000
1,771709062743064576,771709065491382302,さいとう,340675991301128192,e,レサトパルト,物理800セミオ事故率それなりにあり
1,771709730766848021,771709733622906880,ユッシー,614440140173213707,b,ライライ,800
1,771709856377077790,771709858294530050,おのか,658087140642783252,c,オークチーフ,持ち越し 550万
1,771710079065129000,771710081942290483,ユッシー,614440140173213707,c,オークチーフ,1100
1,771710650538917898,771710653324984321,みみな(プリンセス),603834473041362944,a,ゴブリングレート,物理
1,771710788057432064,771710788057432064,おあり,324961936292708354,e,レサトパルト,持越し 550ぐらい
1,771712995965272075,771712998355107880,おのか,658087140642783252,c,オークチーフ,持ち越し 500くらい
1,771714782390124574,771714784956514314,sakadaka,538639387471249409,d,オブシダンワイバーン,持ち越し 600くらい
1,771715274772578374,771715277439107102,厚着下着まざらし,341239349997993984,e,レサトパルト,1500ニャル持ち越し
1,771716443737161738,771716451672260608,エーイチ,580724415210323968,e,レサトパルト,ニャル1000
1,771716493297319947,771716495704850452,みみな(プリンセス),603834473041362944,a,ゴブリングレート,持ち越し
1,771722225288085514,771722229695250462,smicle(スマイル),420084355105423367,a,ゴブリングレート,いい感じのダメージ
1,771730337985200168,771730342075170826,smicle(スマイル),420084355105423367,c,オークチーフ,1200
