凸予定シート,,,,,,,
完了,送信者のメッセージid,キャルのメッセージid,メンバー,プレイヤーid,ボス番号,ボス名,メッセージ
1,771350208465993789,771350211426517012,さいとう,340675991301128192,b,ライライ,1000(ゴブとセットなら可
1,771351862305095700,771351865585303582,たかや@基本フルオート希望,322226212464230400,d,オブシダンワイバーン,1000くらい
1,771352557423034379,771352560690004038,みお,283219480601952258,d,オブシダンワイバーン,800持越し
1,771352612443652157,771352616155480125,sakadaka,538639387471249409,e,レサトパルト,900前後 ニャル
1,771356318451761213,771356320673693718,まろ,436517654535340032,e,レサトパルト,1000↑
1,771359987913195600,771359990287171614,さいとう,340675991301128192,b,ライライ,1000
1,771360034302984193,771360036671979551,りん,703857608053882972,c,オークチーフ,1100
1,771360135599489024,771360137725214730,抹茶ですよ,551525921660731396,a,ゴブリングレート,ゴブ押し1300
1,771360627544424460,771360630292348928,ハヤテ,362435337555017728,a,ゴブリングレート,1200
1,771361789308567593,771361791522373632,ジャハド,661543389581279242,e,レサトパルト,持ち越し85~100
1,771363770551238677,771363773750444074,シルバー,646680124837855233,a,ゴブリングレート,持ち越し450
1,771364962182103061,771364965952520213,りん,703857608053882972,c,オークチーフ,1100 物理
1,771365167019720736,771365169611014204,おあり,324961936292708354,e,レサトパルト,持越し150
1,771366370855354408,771366373527257118,みみな(プリンセス),603834473041362944,d,オブシダンワイバーン,フル持ち越し 物理
1,771371215340044299,771371218691424276,おあり,324961936292708354,e,レサトパルト,ニャル 1000
1,771371665098932225,771371668202717224,おあり,324961936292708354,d,オブシダンワイバーン,物理 1000 5とどっちか
1,771372832050380840,771372834282012723,みみな(プリンセス),603834473041362944,a,ゴブリングレート,1400万前後(アキノさんの機嫌による事故あり)
1,771372908005818418,771372911495741441,みみな(プリンセス),603834473041362944,e,レサトパルト,オートニャル1000万前後
1,771375967813369879,771375970866298940,シルバー,646680124837855233,e,レサトパルト,1000 ニャル
1,771376604034498571,771376606995546112,うさまる,652747597739589632,a,ゴブリングレート,900(予備)
1,771384272107601931,771384276712816690,ジャハド,661543389581279242,a,ゴブリングレート,800物理
1,771387184632561664,771387186930515989,sakadaka,538639387471249409,b,ライライ,1000
1,771387613843292210,771387616025247745,おあり,324961936292708354,e,レサトパルト,ニャル 1000
1,771389716402667581,771389719254007869,名無し(りえりー),257882449185472515,d,オブシダンワイバーン,1000いかないくらい
1,771389743367585853,771389746399150082,名無し(りえりー),257882449185472515,e,レサトパルト,1000
1,771389767711326248,771389771707973673,名無し(りえりー),257882449185472515,a,ゴブリングレート,1100
1,771394194346213383,771394196673527829,まろ,436517654535340032,c,オークチーフ,持ち越し35s 300 (2 300弱)ラス凸
1,771398226258427914,771398228738441276,おのか,658087140642783252,c,オークチーフ,1300
1,771398605089013800,771398607612936192,おのか,658087140642783252,e,レサトパルト,1000
1,771401674190225479,771401677138952272,ジャハド,661543389581279242,a,ゴブリングレート,800↓持ち越しラスト
1,771402903512547368,771402906422607922,名無し(りえりー),257882449185472515,b,ライライ,1000?
1,771403670566600714,771403673565790208,まろ,436517654535340032,b,ライライ,持ち越し 300弱? ラスト
1,771404533640724500,771404536363089951,ユッシー,614440140173213707,b,ライライ,700
1,771405397621342228,771405403539111956,sakadaka,538639387471249409,c,オークチーフ,280 持ち越し
1,771413585724833794,771413590380904448,エーイチ,580724415210323968,a,ゴブリングレート,物理1200
1,771419961776144405,771419965072998411,エーイチ,580724415210323968,d,オブシダンワイバーン,物理1200
