凸予定シート,,,,,,,
完了,送信者のメッセージid,キャルのメッセージid,メンバー,プレイヤーid,ボス番号,ボス名,メッセージ
1,781881753874333696,781881758584537110,(*^◯^*)ポジ,215772416541065216,a,ワイバーン,ニャル ワンパン(1 or 3ボス)
1,781884300055543818,781884305076649984,まろ,436517654535340032,d,マスターセンリ,持ち越し1:15 1000くらい
1,781887895945478174,781887899951169576,ツナ,750706130774392852,c,スカイワルキューレ,1200 物理
1,781889860092821506,781889864471412736,夏みかん,366936884334690304,b,ワイルドグリフォン,1000 物理
1,781890755669000293,781890759926087700,ツナ,750706130774392852,e,サジタリウス,1300 ニャル 3とどちらか
1,781891070723751947,781891074272395274,さいとう,340675991301128192,b,ワイルドグリフォン,1300~1550物理
1,781891154277957652,781891158316941353,さいとう,340675991301128192,c,スカイワルキューレ,1400物理
1,781891216454582272,781891219885129758,さいとう,340675991301128192,d,マスターセンリ,1200前後物理
1,781891326474977280,781891330225340436,さいとう,340675991301128192,e,サジタリウス,1300物理(事故率
1,781891415617306624,781891420055011358,夏みかん,366936884334690304,d,マスターセンリ,1000 物理
1,781892009564045362,781892013703954433,エーイチ,580724415210323968,e,サジタリウス,ニャル1600
1,781893211806498838,781893216046809088,jun,474418827250106371,c,スカイワルキューレ,物理 900
1,781893623305469992,781893627764408340,ジャハド,661543389581279242,b,ワイルドグリフォン,700持ち越し63s
1,781893790738415637,781893794592194580,ツナ,750706130774392852,d,マスターセンリ,持ち越し 120
1,781893873089118210,781893875802701845,jun,474418827250106371,b,ワイルドグリフォン,物理 1000
1,781894183149502475,781894187104206868,夏みかん,366936884334690304,e,サジタリウス,1400 ニャル
1,781896137048850433,781896142006517761,jun,474418827250106371,d,マスターセンリ,ニャル 600〜
1,781901351612448818,781901356146884628,おあり,324961936292708354,a,ワイバーン,ニャル ワンパン
1,781903047001112576,781903051056349264,おあり,324961936292708354,d,マスターセンリ,物理 1000
1,781905659771093003,781905663273336903,名無し(りえりー),257882449185472515,a,ワイバーン,ニャル ワンパン
1,781905705241804861,781905713424760842,名無し(りえりー),257882449185472515,c,スカイワルキューレ,物理 1300くらい
1,781906130406080513,781906134407446528,抹茶ですよ,551525921660731396,d,マスターセンリ,持ち越し
1,781907296057688084,781907300188553226,おあり,324961936292708354,b,ワイルドグリフォン,物理 1200
1,781910954589421569,781910958624210944,sakadaka,538639387471249409,c,スカイワルキューレ,1200
1,781911047132020787,781911068263710774,まろ,436517654535340032,c,マスターセンリ,1300
1,781911505612308551,781911509487190038,sakadaka,538639387471249409,d,マスターセンリ,1300
1,781911647999885343,781911652580589568,ツナ,750706130774392852,e,サジタリウス,ふるもち にゃる1300(3or5
1,781915099023540224,781915103741607966,みみな(プリンセス),603834473041362944,e,サジタリウス,物理 1200↑ ボスUBのズレによる崩壊あり
1,781919006243815434,781919009980940289,エーイチ,580724415210323968,b,ワイルドグリフォン,物理1000
1,781922643997229096,781922648660901888,名無し(りえりー),257882449185472515,c,スカイワルキューレ,持ち越し 物理 1000
1,781925424942809098,781925429295448124,まろ,436517654535340032,c,スカイワルキューレ,1100
1,781926173109256212,781926177065533440,おあり,324961936292708354,c,スカイワルキューレ,1200物理
1,781926627654893568,781926630489718835,夏みかん,366936884334690304,d,マスターセンリ,1000 物理
1,781926987753193524,781926991796371486,(*^◯^*)ポジ,215772416541065216,e,サジタリウス,ニャル 1200~1400
1,781927088630005802,781927092467138580,おあり,324961936292708354,b,ワイルドグリフォン,物理 1000 (4とどっちか)
1,781931146618863617,781931152297427004,(*^◯^*)ポジ,215772416541065216,b,ワイルドグリフォン,物理持ち越し 200
1,781943416061165578,781943419953348609,みみな(プリンセス),603834473041362944,e,サジタリウス,持ち越し 800
1,781952171130093638,781952174820294656,ハヤテ,362435337555017728,d,マスターセンリ,1300(端数後)
1,781978466831826944,781978470409437217,つくよみっ！！,485132079517007873,b,ワイルドグリフォン,物理 1000-1100
1,781978491444264991,781978500373413889,smicle(スマイル),420084355105423367,e,サジタリウス,魔法 1700
1,781978605734854666,781978608817799218,ジャハド,661543389581279242,b,ワイルドグリフォン,物理1100
1,781978649225855007,781978652983427102,つくよみっ！！,485132079517007873,e,サジタリウス,魔法 1700
1,781978678917333023,781978686479532092,ジャハド,661543389581279242,d,マスターセンリ,1100物理
1,781978783548047360,781978786416558091,厚着プリンセス下着冷凍まざらし,341239349997993984,c,スカイワルキューレ,1300↑
1,781978828591333416,781978832244572190,厚着プリンセス下着冷凍まざらし,341239349997993984,d,マスターセンリ,1300↑みゅ
1,781978857863118868,781978861603913743,ジャハド,661543389581279242,e,サジタリウス,にゃる1400
1,781978981024137226,781978983666679829,EnNE4,388955796454506500,d,マスターセンリ,餅500弱
1,781979044215259167,781979047663370240,厚着プリンセス下着冷凍まざらし,341239349997993984,a,ワイバーン,ワンパン 持ち越し
1,781979223123820574,781979226500628526,EnNE4,388955796454506500,b,ワイルドグリフォン,1000
1,781979240148762644,781979254971432970,EnNE4,388955796454506500,c,スカイワルキューレ,下振れ500
1,781986657150828564,781986660991893568,つくよみっ！！,485132079517007873,d,マスターセンリ,物理 1100
1,781987162835910686,781987166775148615,厚着プリンセス下着冷凍まざらし,341239349997993984,c,スカイワルキューレ,1500 持ち越し
1,781990045203824650,781990049280950282,つくよみっ！！,485132079517007873,a,ワイバーン,持ち越し物理450
1,781990575980150794,781990578983534602,リース,220132395393875968,a,ワイバーン,物理1200前後
1,781991537869193256,781991541488484372,リース,220132395393875968,b,ワイルドグリフォン,物理1100前後
1,781993734094454884,781993744014245888,つくよみっ！！,485132079517007873,e,サジタリウス,ニャル 1700
1,781998442075258893,781998446798307348,smicle(スマイル),420084355105423367,c,スカイワルキューレ,1300
1,781999156432076811,781999160659935254,smicle(スマイル),420084355105423367,d,マスターセンリ,1300
1,781999293489610752,781999297134723073,リース,220132395393875968,b,ワイルドグリフォン,持ち越しフル1100前後
1,782009015739482172,782009019542929408,EnNE4,388955796454506500,b,ワイルドグリフォン,餅 250
1,782026510089191445,782026515344130078,厚着プリンセス下着冷凍まざらし,341239349997993984,b,ワイルドグリフォン,1100↑ 持ち越し
1,782029756853387265,782029760460226586,ゆうちゃこ,453557021288169481,a,ワイバーン,ワンパン
1,782039762910314516,782039769697222666,(*^◯^*)ポジ,215772416541065216,e,サジタリウス,ニャル 1200~1400
1,782039832024842251,782039841584054283,(*^◯^*)ポジ,215772416541065216,c,スカイワルキューレ,ニャル 1600~1700 多分安定した?
1,782043217734533122,782043222788145162,ゆうちゃこ,453557021288169481,e,サジタリウス,ニャル 1500
1,782043236197072907,782043264924647445,ゆうちゃこ,453557021288169481,b,ワイルドグリフォン,物理 1500
1,782047193330352149,782047197155164210,りん,703857608053882972,e,サジタリウス,ニャル1500-1700
1,782050002054152204,782050006852304916,超絶最強Canon砲,385069644052168715,b,ワイルドグリフォン,餅 380
1,782050384947576872,782050389234024468,超絶最強Canon砲,385069644052168715,c,スカイワルキューレ,物理 1200
1,782053539027091466,782053542902366258,(*^◯^*)ポジ,215772416541065216,b,ワイルドグリフォン,物理持ち腰 600
1,782058127196815390,782058131281805333,(*^◯^*)ポジ,215772416541065216,d,マスターセンリ,物理持ち腰 400
1,782058499525050378,782058502947733574,たかや@基本フルオート希望,322226212464230400,d,マスターセンリ,1100
1,782062304316882954,782062308020322334,ゆうちゃこ,453557021288169481,b,ワイルドグリフォン,持ち越し 900-1000
1,782062915145957406,782062919160430663,たかや@基本フルオート希望,322226212464230400,c,スカイワルキューレ,1100 救援いるときかな
1,782063027556974633,782063030929588245,たかや@基本フルオート希望,322226212464230400,b,ワイルドグリフォン,1100
1,782064820286914572,782064835474358273,おあり,324961936292708354,c,スカイワルキューレ,フル持越し 物理 1300ぐらい
1,782065963126095883,782065967415951370,(*^◯^*)ポジ,215772416541065216,e,サジタリウス,ニャ 1200-1400 午後から出て帰りが遅くなりそうなのでできればこれ通して3凸完了したいです
1,782067106950152213,782067110679543838,超絶最強Canon砲,385069644052168715,e,サジタリウス,ニャル 運
1,782080380424552509,782080383977914409,たかや@基本フルオート希望,322226212464230400,a,ワイバーン,1200 or 3 1100
1,782080569583468585,782080573005889546,たかや@基本フルオート希望,322226212464230400,b,ワイルドグリフォン,1100
1,782088100213817365,782088103858012182,がんすけ,614481066928898124,e,サジタリウス,持ち越し 400 押し込み
1,782090183973142539,782090188670369833,がんすけ,614481066928898124,d,マスターセンリ,1000 持ち越し吐いたら
1,782090249101770793,782090251903959060,がんすけ,614481066928898124,b,ワイルドグリフォン,950
1,782099198782734336,782099202956197898,みみな(プリンセス),603834473041362944,d,マスターセンリ,花火職人(三流)ワンパン
1,782102006315089934,782102010211205162,がんすけ,614481066928898124,d,マスターセンリ,1000 物理
1,782104334841282561,782104339216859177,さいとう,340675991301128192,a,ワイバーン,ニャル ワン
1,782105796396711937,782105800986066985,さいとう,340675991301128192,e,サジタリウス,1300~ニャル
1,782106957254492181,782106961058988042,ツナ,750706130774392852,e,サジタリウス,1400 にゃる
1,782107317864366090,782107321554960384,ツナ,750706130774392852,b,ワイルドグリフォン,物理1000
1,782110874081034260,782110877461512213,つくよみっ！！,485132079517007873,e,サジタリウス,ニャル 持ち越し1000
1,782112875740921857,782112880350462002,がんすけ,614481066928898124,b,ワイルドグリフォン,物理 880ー(大体900以上は出そう)
1,782115482848329740,782115485667426315,超絶最強Canon砲,385069644052168715,e,サジタリウス,ニャル 1500? 出来れば通したい
1,782115727624765441,782115730858573854,たまちゃん,425937517259259906,a,ワイバーン,1700
1,782116138586734602,782116141279346698,さいとう,340675991301128192,c,スカイワルキューレ,もちこし1400ほど見込み
1,782119581787226123,782119585159577601,まろ,436517654535340032,c,スカイワルキューレ,1200ほど 物理
1,782119650585477120,782119653572083752,まろ,436517654535340032,e,サジタリウス,1700~1800↑ニャル
1,782124051467337780,782124054828023880,ツナ,750706130774392852,e,サジタリウス,1400前後 ふるもちにゃる
1,782128916609499166,782128920072945684,うさまる,652747597739589632,a,ワイバーン,ニャルパン こどもちゃれんじ
1,782129752966168608,782129756681404427,たまちゃん,425937517259259906,c,スカイワルキューレ,1400
1,782133503332057100,782133506507276308,まろ,436517654535340032,c,スカイワルキューレ,1100~200 他ボス組み換え未検証(4は厳しめ、2はいけそう)
1,782136070396575794,782136073311617034,sakadaka,538639387471249409,e,サジタリウス,1500前後ニャル
1,782136167645708289,782136171039686658,夏みかん,366936884334690304,b,ワイルドグリフォン,1000 物理
1,782136218971799583,782136245081210901,夏みかん,366936884334690304,d,マスターセンリ,1000 物理
1,782136327046823937,782136353755365386,夏みかん,366936884334690304,e,サジタリウス,1400 ニャル(成功率低)
1,782140563313917962,782140589092110396,夏みかん,366936884334690304,e,サジタリウス,持ち越し 1400 ニャル(成功率低)
1,782143707632893962,782143712121585685,sakadaka,538639387471249409,b,ワイルドグリフォン,1100物理
1,782144286681595905,782144289949876224,jun,474418827250106371,b,ワイルドグリフォン,持ち越し 450
1,782147371604901898,782147374323204117,jun,474418827250106371,c,スカイワルキューレ,1000 物理
1,782158897163141140,782158970138656768,いもちゃ,189264376388255744,b,ワイルドグリフォン,1000 物理
1,782160295816331285,782160299553325076,sakadaka,538639387471249409,c,スカイワルキューレ,1200物理+ニャル持ち越し
1,782162704587948042,782162708224540682,ユッシー,614440140173213707,e,サジタリウス,1400 ニャル
1,782167236584144937,782167241143353345,jun,474418827250106371,d,マスターセンリ,1000 物理
1,782170272010600469,782170277126602772,ユッシー,614440140173213707,b,ワイルドグリフォン,1200 物理
1,782170385067933696,782170390360490034,ユッシー,614440140173213707,c,スカイワルキューレ,1100 物理
1,782171752922218536,782171766189195274,smicle(スマイル),420084355105423367,c,スカイワルキューレ,1300 持ち越し
1,782172846033731584,782172849297162250,うさまる,652747597739589632,c,スカイワルキューレ,(or1or2or4or5) 1100 物理
1,782174093477937172,782174096205152257,ツナ,750706130774392852,b,ワイルドグリフォン,1000 ふるもち 3とどちらか
1,782174219932401705,782174222960558080,ツナ,750706130774392852,c,スカイワルキューレ,1100 ふるもち または2
1,782179169089749002,782179173757354004,エーイチ,580724415210323968,e,サジタリウス,ニャル1600
1,782179276371263508,782179279621718036,エーイチ,580724415210323968,b,ワイルドグリフォン,物理①1100
1,782196873733210122,782196877327597608,エーイチ,580724415210323968,b,ワイルドグリフォン,物理650 53s持越し
1,782197540639997952,782197544990015498,抹茶ですよ,551525921660731396,a,ワイバーン,ワンパン21時以降
1,782201766442696704,782201769136619540,みみな(プリンセス),603834473041362944,c,スカイワルキューレ,持ち越し ワンパン
1,782207022988656640,782207025852842035,うさまる,652747597739589632,b,ワイルドグリフォン,(or1or3or4or5) 900 物理
1,782207466037051422,782207469542703134,夏みかん,366936884334690304,d,マスターセンリ,1000 持ち越し 物理
1,782210038461890571,782210041578913802,うさまる,652747597739589632,e,サジタリウス,(or1or2or3or4) 950 物理
1,782213788530769960,782213791575572491,うさまる,652747597739589632,d,マスターセンリ,(or1or2or3or5) 1100 物理
1,782214707481149492,782214711386964009,うりころ,241564140819185664,b,ワイルドグリフォン,or3 両方1200程 物理
1,782216170426204182,782216174213660723,うさまる,652747597739589632,a,ワイバーン,(or2or3or4or5) 1100 物理
1,782226766286291006,782226771763265536,おあり,324961936292708354,a,ワイバーン,ニャル ワンパン 3とどっちか
1,782228030508367882,782228034240380928,そうくん,527450451411599403,a,ワイバーン,魔法1700 凸ルートてきにここ通さないときついです
1,782228189073375242,782228217230393344,そうくん,527450451411599403,a,ワイバーン,魔法1700 凸ルートてきにここ通さないときついです
1,782231999389237270,782232003407642634,そうくん,527450451411599403,c,スカイワルキューレ,持ち越しニャル 物理に切り替えます
1,782237140699316224,782237143963533312,おあり,324961936292708354,c,スカイワルキューレ,ニャル 1500~1700 1とどっちか
1,782237917925736478,782237921285505084,そうくん,527450451411599403,b,ワイルドグリフォン,or4 物理1300万
1,782238044811296809,782238048079314965,抹茶ですよ,551525921660731396,e,サジタリウス,1500
1,782238098171101214,782238101136343040,抹茶ですよ,551525921660731396,d,マスターセンリ,1300
1,782243851954814976,782243855138422814,そうくん,527450451411599403,d,マスターセンリ,or2 物理 1300万
1,782248934848462908,782248938978934824,エーイチ,580724415210323968,d,マスターセンリ,物理1250
1,782258375177142313,782258378696949780,名無し(りえりー),257882449185472515,c,スカイワルキューレ,1300
1,782258384916185194,782258389984083989,名無し(りえりー),257882449185472515,d,マスターセンリ,1100
1,782259831121379340,782259834959429652,そうくん,527450451411599403,a,ワイバーン,ニャル1700 or 4 物理1300万
1,782259981171818527,782259984348086273,そうくん,527450451411599403,d,マスターセンリ,物理1300万 or 1 ニャル1700
1,782260437491646476,782260440541429780,まろ,436517654535340032,c,スカイワルキューレ,持ち越し1:28 1100くらい
1,782260623073476638,782260625987600405,みみな(プリンセス),603834473041362944,e,サジタリウス,物理 1200万↑
1,782260743352614912,782260746347348008,みみな(プリンセス),603834473041362944,a,ワイバーン,物理 ワンパン(クリ次第でちょっと足りなくなる可能性あり)
1,782261647220932669,782261650681626675,りん,703857608053882972,b,ワイルドグリフォン,物理1100 もうちょっと詰めたい
1,782265502957043722,782265506715140096,エーイチ,580724415210323968,b,ワイルドグリフォン,物理600 56s持越し (または4 700)
1,782265628622454804,782265631265259531,エーイチ,580724415210323968,d,マスターセンリ,物理700 56s持越し
1,782280591692660777,782280596062863410,ハヤテ,362435337555017728,a,ワイバーン,ニャルワンパン
1,782291536872210442,782291540244299807,たまちゃん,425937517259259906,b,ワイルドグリフォン,1000
1,782347278329053214,782347282762170378,ジャハド,661543389581279242,b,ワイルドグリフォン,1100物理
1,782347342706638890,782347345379328031,ジャハド,661543389581279242,d,マスターセンリ,1100物理 (来なかったらスルーで)
1,782347999102631976,782348002391621662,リース,220132395393875968,a,ワイバーン,物理1200
1,782348534091087962,782348536381571103,リース,220132395393875968,b,ワイルドグリフォン,物理1100
1,782349297282711613,782349299836125204,リース,220132395393875968,c,スカイワルキューレ,魔法800
1,782352051438354432,782352054718038056,EnNE4,388955796454506500,b,ワイルドグリフォン,1000
1,782352112834314290,782352115582369792,EnNE4,388955796454506500,c,スカイワルキューレ,500~800
1,782353180838854726,782353185023983627,smicle(スマイル),420084355105423367,c,スカイワルキューレ,1300 物理
1,782357320927412314,782357339780153355,つくよみっ！！,485132079517007873,e,サジタリウス,ニャル 1700
1,782358234445905961,782358238263902239,まろ,436517654535340032,e,サジタリウス,ニャル 1700~1800 ※寝てます
1,782358296878776391,782358299617132544,まろ,436517654535340032,d,マスターセンリ,物理1300くらい 2も可
1,782358342890553354,782358345642278953,まろ,436517654535340032,c,スカイワルキューレ,物理 1200くらい
1,782363305741910087,782363328248414218,さいとう,340675991301128192,a,ワイバーン,ニャルワンパン
1,782363380761100309,782363408699621416,さいとう,340675991301128192,e,サジタリウス,ニャル1500~1800(3と選択)
1,782363560713256990,782363568662249522,つくよみっ！！,485132079517007873,e,サジタリウス,ニャル 1700(早め消化希望で
1,782363730477580288,782363733287632976,ジャハド,661543389581279242,e,サジタリウス,ニャル1400予定 (来なかったらスルーで)
1,782367251416219709,782367254431662141,つくよみっ！！,485132079517007873,e,サジタリウス,ニャル 1700(-10時起床予定
1,782376609574813727,782376612875468871,エーイチ,580724415210323968,d,マスターセンリ,物理1300
1,782376673285898271,782376675899605012,エーイチ,580724415210323968,b,ワイルドグリフォン,物理1200
1,782376711357857833,782376713623175209,エーイチ,580724415210323968,e,サジタリウス,ニャル1600 (70周以降)
1,782377656183685181,782377660873572363,(*^◯^*)ポジ,215772416541065216,e,サジタリウス,ニャル1400
1,782377721647857666,782377724789915648,(*^◯^*)ポジ,215772416541065216,e,サジタリウス,物理 1400 (or 4物理)
1,782377761342750750,782377763898261544,(*^◯^*)ポジ,215772416541065216,c,スカイワルキューレ,ニャル 1700
1,782379042006368277,782379045148033024,(*^◯^*)ポジ,215772416541065216,d,マスターセンリ,物理 1300~1400 ( or 5物理)
1,782391483961180240,782391486935203840,ジャハド,661543389581279242,b,ワイルドグリフォン,持ち越し550 (来なかったらスルーで)
1,782394448817553439,782394451712409601,つくよみっ！！,485132079517007873,e,サジタリウス,ニャル 持ち越し1000
1,782401449330081793,782401452249317397,ゆうちゃこ,453557021288169481,a,ワイバーン,ワンパン
1,782404930085715969,782404934188138496,エーイチ,580724415210323968,b,ワイルドグリフォン,物理1100
1,782406574025998337,782406578439585822,ツナ,750706130774392852,e,サジタリウス,にゃる1400 3でもOK(事故率高め
1,782407040274137155,782407043264020491,ツナ,750706130774392852,b,ワイルドグリフォン,1100物理 1030~
1,782409946238418954,782409949220175933,ゆうちゃこ,453557021288169481,e,サジタリウス,ニャル 1500
1,782416566893543444,782416569916981268,ゆうちゃこ,453557021288169481,b,ワイルドグリフォン,物理 1500
1,782416899350331432,782416901581832192,厚着プリンセス下着冷凍まざらし,341239349997993984,c,スカイワルキューレ,1600~ 持ち越し または1ワンパン
1,782418328471863306,782418331906605076,ゆうちゃこ,453557021288169481,c,スカイワルキューレ,🎇
1,782421720467243058,782421723391590400,がんすけ,614481066928898124,e,サジタリウス,s ニャル 1000〜
1,782421846158868510,782421848855150632,がんすけ,614481066928898124,e,サジタリウス,ニャル 1000〜
1,782421910574333952,782421912877793330,がんすけ,614481066928898124,b,ワイルドグリフォン,物理 900〜
1,782421966543912991,782421968766631976,がんすけ,614481066928898124,d,マスターセンリ,物理 1000〜
1,782422378562584589,782422381637533716,厚着プリンセス下着冷凍まざらし,341239349997993984,a,ワイバーン,ワンパン 持ち越し または3ボス1600~
1,782422435613114368,782422461382787102,厚着プリンセス下着冷凍まざらし,341239349997993984,d,マスターセンリ,1300 物理
1,782422715725250610,782422718813437952,厚着プリンセス下着冷凍まざらし,341239349997993984,b,ワイルドグリフォン,"3,4ボスの代わりに物理行けるかも(ダメージ不明、1000↑?)"
1,782424440365252640,782424443292876831,たかや@基本フルオート希望,322226212464230400,a,ワイバーン,1200 or 3 1100
1,782424471448977409,782424491795021825,たかや@基本フルオート希望,322226212464230400,b,ワイルドグリフォン,1100
1,782424514046853132,782424520023736320,りん,703857608053882972,d,マスターセンリ,1200
1,782424590747566100,782424593461149726,りん,703857608053882972,e,サジタリウス,1600-1800
1,782424633508102157,782424635849179137,たかや@基本フルオート希望,322226212464230400,d,マスターセンリ,1100
1,782424638386208778,782424642626387968,りん,703857608053882972,b,ワイルドグリフォン,1200
1,782425530271268885,782425532863086592,さいとう,340675991301128192,c,スカイワルキューレ,1400物理(5と選択)
1,782428218309083146,782428221076930581,おあり,324961936292708354,c,スカイワルキューレ,ニャル 1500~1700 または1
1,782429416525529118,782429419485659146,がんすけ,614481066928898124,c,スカイワルキューレ,ニャル 1800 ご機嫌いいとワンパン出来るらしい(ワンパン成功しておりません)
1,782430012715434014,782430015555108894,がんすけ,614481066928898124,a,ワイバーン,物理 1000乗ったり乗らなかったり
1,782430082081095700,782430084506058795,夏みかん,366936884334690304,b,ワイルドグリフォン,1000 物理
1,782430182870220870,782430185844113448,夏みかん,366936884334690304,d,マスターセンリ,1000弱 物理
1,782430258078679051,782430260847181854,夏みかん,366936884334690304,e,サジタリウス,1400 事故率高め
1,782430766532919347,782430785197178921,ゆうちゃこ,453557021288169481,d,マスターセンリ,🎇
1,782431292431400961,782431294914691094,エーイチ,580724415210323968,b,ワイルドグリフォン,物理1000 持越し
1,782435414115221514,782435416966955018,おあり,324961936292708354,a,ワイバーン,ニャル ワンパン (または3)
1,782437985470644233,782437988881661973,ツナ,750706130774392852,e,サジタリウス,|」○
1,782438114395160597,782438116857348116,ツナ,750706130774392852,e,サジタリウス,ふるもちにゃる 1400
1,782442029799702568,782442032459022336,jun,474418827250106371,d,マスターセンリ,物理 1000
1,782442227267928074,782442229574533151,jun,474418827250106371,c,スカイワルキューレ,1500 ニャル
1,782442842110820352,782442844999647253,さいとう,340675991301128192,c,スカイワルキューレ,1500物理(5と選択
1,782446013007921172,782446015714033674,たかや@基本フルオート希望,322226212464230400,a,ワイバーン,持ち越し 1:29 1150
1,782449174847291393,782449177044189204,おあり,324961936292708354,b,ワイルドグリフォン,1000ぐらい 物理
1,782450746950942727,782450756954488857,みみな(プリンセス),603834473041362944,d,マスターセンリ,たーまやー🎆
1,782452475356643369,782452478363959316,まろ,436517654535340032,d,マスターセンリ,500前後(46s)
1,782452915096387645,782452917873016862,がんすけ,614481066928898124,c,スカイワルキューレ,物理 1100
1,782460476301901844,782460478714675210,さいとう,340675991301128192,e,サジタリウス,もちこしニャル1500~1800
1,782461376127303750,782461379164504064,おあり,324961936292708354,b,ワイルドグリフォン,物理1000ぐらい 持越しキャラいません
1,782466813194665994,782466816140115991,jun,474418827250106371,d,マスターセンリ,持ち越し 850~
1,782467769760612362,782467772159492096,ゆうちゃこ,453557021288169481,b,ワイルドグリフォン,持ち越し 1100くらい
1,782474745114787852,782474747677507584,たまちゃん,425937517259259906,a,ワイバーン,1700
1,782475035020623872,782475037470621696,厚着プリンセス下着冷凍まざらし,341239349997993984,c,スカイワルキューレ,1500 物理
1,782477423635333141,782477425199415337,おあり,324961936292708354,d,マスターセンリ,花火(成功率超低) 持越し
1,782477971029360681,782477973743468546,jun,474418827250106371,b,ワイルドグリフォン,物理 1000 残りの手持ち的にここしか無理そうです…
1,782484793853083678,782484795795832843,おあり,324961936292708354,b,ワイルドグリフォン,グリフォン 1000 フル持越し
1,782487505706287104,782487508843233290,超絶最強Canon砲,385069644052168715,c,スカイワルキューレ,物理 1300
1,782487535019753534,782487538563547156,超絶最強Canon砲,385069644052168715,d,マスターセンリ,物理 1200
1,782487589026267137,782487591806697512,超絶最強Canon砲,385069644052168715,e,サジタリウス,ニャル 運ゲー
1,782487670923853824,782487673272401920,ツナ,750706130774392852,b,ワイルドグリフォン,1000 78s
1,782489931830132747,782489934367424533,いもちゃ,189264376388255744,c,スカイワルキューレ,持ち越し 82s 1250
1,782493921820934144,782493924454432789,sakadaka,538639387471249409,c,スカイワルキューレ,1200物理
1,782493949569794049,782493959019823144,sakadaka,538639387471249409,d,マスターセンリ,1200物理
1,782494007523541042,782494010403979274,sakadaka,538639387471249409,e,サジタリウス,1500-1700ニャル
1,782495874697265152,782495878027673611,そうくん,527450451411599403,c,スカイワルキューレ,物理1500万
1,782495966962909195,782495969472151562,そうくん,527450451411599403,d,マスターセンリ,物理1300万
1,782496236783009802,782496239794126848,そうくん,527450451411599403,b,ワイルドグリフォン,物理1200万
1,782496563809353728,782496567277256754,うさまる,652747597739589632,a,ワイバーン,ふるもちニャル
1,782496620565495818,782496623225602050,ハヤテ,362435337555017728,d,マスターセンリ,ワンパンor物理1300
1,782496869371740172,782496884001472562,いもちゃ,189264376388255744,e,サジタリウス,ニャル 1600
1,782498617596313631,782498621320593418,jun,474418827250106371,b,ワイルドグリフォン,持ち越し 180~
1,782501956509237259,782501960733032454,リース,220132395393875968,b,ワイルドグリフォン,物理1100
1,782502205319282689,782502208515473419,りん,703857608053882972,e,サジタリウス,もちこし 130万
1,782505269644492830,782505272739364884,ハヤテ,362435337555017728,c,スカイワルキューレ,1300
1,782505383604256859,782505386313908255,みみな(プリンセス),603834473041362944,c,スカイワルキューレ,上振れワンパン
1,782509808213295104,782509812231176222,いもちゃ,189264376388255744,e,サジタリウス,ニャル もちこし 1700
1,782510075028832270,782510078598316042,そうくん,527450451411599403,a,ワイバーン,物理ワンパン
1,782510137805635595,782510140887662592,ツナ,750706130774392852,c,スカイワルキューレ,1200 物理 ラス凸
1,782510211445424150,782510214565068801,ツナ,750706130774392852,b,ワイルドグリフォン,1200 成功率低め
1,782512360841150494,782512363810848808,ツナ,750706130774392852,e,サジタリウス,物理1200という選択肢もあります
1,782513738087530538,782513742280916992,ツナ,750706130774392852,b,ワイルドグリフォン,物理1100
1,782515306157441045,782515309843447849,いもちゃ,189264376388255744,b,ワイルドグリフォン,ブチチ
1,782516672232685578,782516675550642197,名無し(りえりー),257882449185472515,a,ワイバーン,ワンパン
1,782516841532620830,782516844292210708,名無し(りえりー),257882449185472515,c,スカイワルキューレ,1300
1,782516871306936361,782516873727049768,名無し(りえりー),257882449185472515,d,マスターセンリ,1100
1,782520039601209377,782520043748458518,たまちゃん,425937517259259906,c,スカイワルキューレ,1350
1,782520812204195880,782520815241134080,たまちゃん,425937517259259906,b,ワイルドグリフォン,1100
1,782525571414491167,782525574853427200,そうくん,527450451411599403,b,ワイルドグリフォン,持ち越し200万くらい
1,782525651013468200,782525653509079040,そうくん,527450451411599403,c,スカイワルキューレ,持ち越し200万くらい
1,782525675193499660,782525692943532044,そうくん,527450451411599403,d,マスターセンリ,持ち越し200万くらい
1,782525755560558602,782525758772871208,そうくん,527450451411599403,e,サジタリウス,持ち越し200万くらい
1,782531589073797121,782531591590510593,smicle(スマイル),420084355105423367,a,ワイバーン,1000 持ち越し
1,782537347270443028,782537353436725248,ユッシー,614440140173213707,e,サジタリウス,ニャル 1600~
1,782538743311368213,782538746893041664,sakadaka,538639387471249409,d,マスターセンリ,1000持ち越し(or 3もいけます)
1,782540822872719380,782540826236551169,smicle(スマイル),420084355105423367,b,ワイルドグリフォン,1ワンパンされた場合に行く
1,782541495793221674,782541498226311179,うりころ,241564140819185664,b,ワイルドグリフォン,1000~1200
1,782541556803567647,782541559790960660,うりころ,241564140819185664,d,マスターセンリ,1000
1,782541605059821568,782541607236272158,うりころ,241564140819185664,c,スカイワルキューレ,1200
1,782541908835696642,782541911382425650,みみな(プリンセス),603834473041362944,e,サジタリウス,物理 上手く行けば1600万↑
1,782542424459051049,782542427550121984,夏みかん,366936884334690304,e,サジタリウス,1400 ニャル 失敗したらすみません
1,782549077585035276,782549081070501898,ハヤテ,362435337555017728,a,ワイバーン,ワンパン
1,782554133236416534,782554136485822475,うりころ,241564140819185664,c,スカイワルキューレ,900~1000物理 持越し
1,782554956132778024,782554959035367474,ユッシー,614440140173213707,b,ワイルドグリフォン,1200
